,0,1,2,3,4,5,6,7,8
2284,LINC02062,GNE,CBR1,TIFA,EIF3A,TRMT1,SMN2,USP46,TAF1D
2285,LINC01762,GPR108,PRKAR1B,NA,CALM3,MRPS31,AKIRIN2,COX6C,LINC02086
2286,AL139393.3,ZC3H11A,CLCF1,NA,ANAPC10,NA,NA,STMN1,NA
2287,ZFX-AS1,DRG2,RBM34,CD70,NELL2,URB1-AS1,AC012464.2,KIAA1586,TRPT1
2288,TMEM165,GPR155,BLOC1S2,RPL22,GNAI1,SAMD1,ZNF207,HIP1,KRTCAP2
2289,TMEM45B,VPS53,CHD4,NA,FASTKD1,PIK3IP1,DUSP16,DIAPH2,ARAP2
2290,LRCH4,COP1,MYO1B,NA,DDX20,QRICH2,PITPNB,GMCL1,TRGV3
2291,ASL,PPP3CA,TRMT12,SNHG29,DEPTOR,POP5,EPM2A,ARL6IP1,METTL26
2292,MAN2C1,BIRC3,AFMID,NA,NUP205,AC008551.1,ATP5MC3,SOS1,TGFB3
2293,ELL,TPRA1,RBM28,NA,GNGT2,NA,TTLL11,TTC28-AS1,NA
2294,MPZL3,ORC3,STEAP1B,NA,GLOD4,COX7C,ZDHHC5,LINC02404,C9orf40
2295,UBE2Q2,EML2,C5orf30,SCAF11,KIF3B,HNRNPA0,ISOC1,MRTFA,AL357992.1
2296,KCNQ1,EFL1,DHRS11,IRF2,LRP5,MRPS34,C2CD4D-AS1,CUTA,TOMM34
2297,AC087286.2,XAF1,NXF1,NA,CHCHD5,PGGHG,POLR1C,SNTB2,ZNF687-AS1
2298,TRERF1,FAM193B,TRIM28,NA,NIT1,TIAM1,PRR14L,MESD,DIAPH3
2299,FBXO2,GMEB1,TEX261,NA,AP000777.2,TCEAL1,PRELID1,TTC22,GTF2H2
2300,SLC16A13,COIL,CD40LG,NA,SUGT1,NA,CTU2,TECR,NA
2301,VPS26A,UQCRB,STX18-AS1,NA,LIMS2,TESPA1,RYBP,NUDT16,SET
2302,ENDOD1,FAM13A,CEP170B,CEP112,ZNF749,KANTR,ARF4,AP006621.3,SYTL2
2303,FAM13A,YPEL2,GEMIN2,NA,ST6GALNAC3,ZNF428,OAZ1,CENPT,LINC01934
2304,TRIM52,TEX2,RBM15B,NA,DUSP23,NA,NA,TNFRSF1B,NA
2305,ZNF449,RABGGTA,SCAMP3,NA,MAPKAPK5,GAR1,TMED3,LCP1,GFOD1
2306,AC114271.1,HDX,RBM26,NA,RPE,TMEM139,U62317.1,UBE2E1,AC017002.3
2307,PCNX2,MASTL,EIF4A1,NA,SGTA,NA,TTC27,EBF4,NA
2308,PLEKHM1,PACS1,GMPS,NA,ATAD3A,NA,CCR8,NIBAN2,NA
2309,RGL4,HLA-DQA2,ERN1,NA,PALB2,NA,ABCE1,LMNB2,NA
2310,AC021127.1,PNPLA2,POP4,NA,LINC01771,NA,PRR7,THOC3,NA
2311,TTC13,ACSL4,HAUS8,NA,RAD50,NA,AFG3L2,SMAGP,SCP2
2312,PIAS3,LGALS9,C16orf91,NA,ESRRA,NA,YBX1,PTP4A2,NA
2313,GNE,ZNF524,GID4,FAS,EFCAB11,FARSB,FBXO45,LINC00963,TESK1
2314,ABCG2,SLC25A12,APRT,NA,MDH2,NA,TFR2,RELT,NA
2315,LMF1,NAA60,C2CD4B,NA,HNRNPC,NA,SLC25A39,NAA40,NA
2316,DNMBP,MAP3K14-AS1,ZSWIM5,NA,CHCHD2,NA,NA,UBE2L3,NA
2317,PLEKHA3,IQGAP2,HMBS,NA,AL355490.2,AC012645.3,CORO1B,PSMA3,MAD2L2
2318,GORAB,DCAF6,TSPAN3,ADAMTSL4-AS1,ULBP1,GTF3A,C7orf26,AGPAT1,DEPDC1
2319,PIP4P2,ZNF286A,USP6NL,MAST4,AL603839.3,MKKS,AC090152.1,HECTD3,MAGEF1
2320,ANO10,ALG8,SGPP2,NA,PDXK,NA,SNRNP25,SH3GLB2,NA
2321,ATF5,ZNF800,SARM1,NA,PA2G4,NA,NDUFS3,AC025946.1,NA
2322,TRAPPC9,SMCHD1,PAPOLA,NA,SRSF10,NA,BZW2,ATAD5,NA
2323,PIEZO1,CASP4,TMEM69,NA,TXNL4A,NA,NA,MCU,NA
2324,GALK2,ATAD2B,EBPL,ICAM2,ZFY,ACAT1,POLR2D,IPO9,TXNDC17
2325,TIRAP,ADH5,GAREM2,SELL,NR1H3,CARS2,AL158152.1,COX6B1,TPP1
2326,POLK,PSEN2,RPL7A,NA,RPL13A,NA,PPP1R8,PPIH,NA
2327,ABCA1,SNAP29,ZNF354B,AC008875.3,APOM,TAF9B,DUS1L,SH3RF2,NALT1
2328,AL391056.1,ADAM10,MAFG-DT,NA,ILF3-DT,MDH1,MTERF3,CA5B,PPT1
2329,ACP2,PPP2R5E,HNRNPA1,NA,TXNDC17,NA,RAN,PEA15,NA
2330,NFATC3,LACC1,ABCE1,NA,SNRPA,NA,GPATCH4,MGAT5,NA
2331,NBPF10,DUSP11,HDLBP,SERINC5,THOC5,ZNF844,PAIP1,ATG3,MRPL3
2332,BCR,POGLUT1,CREB3,KLF6,AC009309.1,PRPF38A,C1QTNF12,KRT7,COPRS
2333,PIK3CB,SAE1,HYAL2,GCNT2,GZF1,MBLAC2,SMIM20,ESYT2,JTB
2334,DCAF11,SCAND1,EML2-AS1,RAB4B,DTD2,ATF1,KBTBD8,CLPB,CD83
2335,SRGAP2,LRBA,YWHAE,NA,FAM192A,EIF3G,EIF3I,CACNA2D4,CENPP
2336,AC011446.2,POLD3,MBTD1,RPS11,PTPN20,DDX39B,GOSR2,ZC4H2,SNHG4
2337,GON7,ALG1,HM13,NA,SMN1,TALDO1,GIT1,CDIPT,MRPL15
2338,KHNYN,HLA-DPA1,LIN7C,NA,RPA2,INTS1,LRRC61,ZMAT5,ENDOD1
2339,S100A2,STXBP4,MAPKAPK2,NA,XPNPEP3,SELENON,KNOP1,ETS2,AC008622.2
2340,NBPF15,IQCE,RPL23,NA,CDCA2,NA,TBC1D4,RAMAC,WDR12
2341,GPR146,THEM6,IER3,NA,CALM2,NA,NA,CABLES2,NA
2342,SETD3,C1GALT1C1,RPS10,NA,EVPLL,MED29,MRPL44,B4GALT3,DDOST
2343,NT5C2,NSMCE2,MCMBP,SGPP2,VPS51,SNRPD2,SUB1,SUMO3,UBIAD1
2344,PPP1R9B,HACD4,SLC39A4,NA,NXT1,SESN3,PC,PSMB3,CDC6
2345,S100P,CASP6,PREP,NA,FPGS,VDAC3,CASP7,PSMC5,CCT2
2346,TMEM104,PDSS2,ACOT4,ZNF862,RPGR,HPRT1,SLC6A6,ZFYVE28,SRM
2347,KIF3A,JUND,UQCC2,RPL41,PHF7,ZBED2,TRMT13,GPAA1,AC008083.3
2348,CASP9,CASC4,BFSP1,ETV6,ZBED2,TMEM243,SEC13,MXD3,TTC38
2349,ZNF276,CCNH,BZW1,NA,SMIM30,NA,FRG1,IL16,NA
2350,HPSE,PBX2,HNRNPC,NA,SPATA6,NA,RIOX2,PGP,SPDL1
2351,ZNF592,CDC27,STAT4,NA,ANKRD40,KCNQ5,PROK2,TTC39C-AS1,LYAR
2352,FBXO10,PCIF1,RPL14,NA,SKP1,NA,NA,IFI16,NA
2353,BAG3,BOD1L1,XXYLT1,NA,METRN,NA,NA,CENPI,NA
2354,CASTOR1,LOXL1-AS1,WWC2,NA,EIF4G2,ASCC1,ZNF620,IRF5,UBE2D3-AS1
2355,GOLGA5,ZDHHC18,PLS1,RALB,AC211433.1,ARF5,ZNF692,AC092718.4,SMC3
2356,CEP70,GNB1L,SNHG20,NA,SIAH2,NA,PRMT7,CASP7,GINS2
2357,CNPY4,LCK,CLIC4,CCNG1,RNF25,AC025171.1,WDR6,MRPL13,NAE1
2358,PDCD1LG2,NDRG1,TSN,NA,MTX1,CHKB-DT,MRPL42,BORA,PBDC1
2359,CABIN1,MDGA1,HERPUD1,NA,RBFA,NA,MRPS7,HSPB11,NA
2360,CEP250,FNTB,TOMM40,NA,NDUFA2,NA,PAK1IP1,CHTF8,NA
2361,SHC1,IWS1,EEF1G,NA,FOXRED2,NA,FIP1L1,WARS2,NA
2362,PANX1,VTI1A,EPRS,NA,TAF1D,NA,EML2,DCTN3,TMEM216
2363,EXOC1,NECAP2,ATAD3A,NA,OGFOD2,NA,RABGGTB,NUP155,NA
2364,ZFAND2A,A1BG,TMEM120B,CATSPERB,THADA,MAPT,TMX2,ELOVL1,COA6
2365,N4BP3,LEPROT,GNL3L,MRPS33,CCT6B,EIF3D,LINC01311,TAF5L,TM7SF3
2366,CHMP3,RAP2B,ZNF677,STAT5B,RTL10,PFDN6,KTI12,AL157912.1,ATG4C
2367,AL499604.1,LNPK,POLM,NDE1,CYB5D2,COL27A1,HIBCH,EDEM1,SLC2A1
2368,AC004687.1,CD70,TXNDC15,AC104590.1,EMC1,MRS2,DDX28,GPATCH2L,TRBV10-1
2369,AK3,CD27,MRPL45,MAF,GLS2,IGBP1,NDUFAF5,PSMB4,TMEM18
2370,ADAMTSL4-AS1,VRK2,GCFC2,ZBTB38,ANKRD31,TESMIN,GTF2F2,SLC2A1,MIS18A
2371,SLC39A7,SLC16A10,SRP72,NA,DHX15,NA,CNOT9,SLC35A2,NA
2372,LTB4R,ZDBF2,EPAS1,LINC02062,PWWP3A,NOA1,TMEM184C,MPP7,KHK
2373,TMC1,PRORP,EPB41L4A-AS1,NA,E2F4,NA,POLE3,ATF7IP2,NA
2374,CBR3,DHRS4L2,FNTB,PTPN13,STK16,PRKRA,COPS5,CDC5L,ZBTB32
2375,BX284668.5,UBC,LRRC59,NA,PM20D2,NA,HSPA4,ATP2A3,NA
2376,SLC39A1,C11orf98,SNHG7,NA,BNIP3,NA,MRPL36,TOLLIP,NA
2377,SLC39A13,NDUFB1,PPP2R2A,NA,NDUFAF5,NA,SRM,FLOT1,ANXA6
2378,TBC1D22A,ZC3H7A,SEC11C,NA,CAMK2D,NA,PDAP1,PPM1K,NA
2379,HIST2H2AB,GPSM2,HOMER3,TAPBPL,BUB3,WDSUB1,ABCC4,NHSL2,ALDH1B1
2380,TRAV35,CASC3,FAH,ZFP36L1,BIRC5,PARK7,POLR1A,OR4D1,RAD51AP1
2381,THBS3,TRAPPC13,HECTD2,NA,MDH1,NA,MRPL11,ITPRID2,DPM2
2382,OSBPL2,BTF3L4,COQ9,NA,KCNK15,ATP5MC1,RHBDD3,PHLDB2,GTF3C6
2383,AP003068.2,RPL39L,TRIP6,SLC2A11,PLAGL1,NAB2,USE1,RGS9,MRPL43
2384,CA2,FCMR,ROBO3,PASK,SELENON,BRD3OS,DNAJB6,AC004687.1,EXTL2
2385,UBLCP1,IKBKG,ID3,NA,PPP5C,NA,AC104850.2,TMEM273,NA
2386,SREBF1,DUSP16,TCF7,CYLD,HIST1H4B,RNF187,PLAGL1,ABHD5,SUMF2
2387,EFCAB2,ZDHHC3,DOCK3,NA,HIC1,NA,TWISTNB,MAP4,NA
2388,HMSD,TIPRL,CYCS,NA,POLD2,NA,APEX1,MAST4,NA
2389,PRKCD,LINC00526,ORC6,GPR84,THNSL1,ZNF217,NSUN2,GPX7,CCDC18
2390,PLEKHO2,CNTROB,TMEM170B,LBH,ACTR3B,AL133353.1,SRSF1,CORT,SH3KBP1
2391,DHRS4,B2M,CSNK1D,NA,PLEKHJ1,STK16,SYNGR3,DGLUCY,AC091180.5
2392,KIF1BP,NAPA,KAT14,CBFA2T2,MAML2,ZNF121,GOT1,AL357054.4,PTPN18
2393,LONP2,UBXN1,MRPL11,TCEAL2,PDZD8,AC004687.1,CCDC200,ZNF66,PHF14
2394,ANG,RASSF5,RPS8,NA,SOBP,NA,DUS3L,ZNF225,NA
2395,SACM1L,VGLL4,AP000787.1,NA,ENTPD5,RPLP0,LONP1,TLCD5,SIAH2
2396,ALS2,SLC35C1,PARL,NA,STAP2,NA,LINC02528,FANCA,NA
2397,MBOAT2,FOPNL,AC012640.2,ARHGAP15,DPH6,INPP5F,CSNK2B,MPND,SH2D2A
2398,AC093916.1,NUBP2,KIAA1958,NCF4,MAF1,GSTM1,MYO1E,AXDND1,AC012447.1
2399,PDZD11,C16orf70,NTRK1,NA,PARN,NA,NELFE,GAPDH,NA
2400,PARD3B,AC009509.1,HTD2,TMEM35B,EXO5,FAM169A,WARS2,ITPK1,AC007406.5
2401,AC107959.1,CORO1B,UQCRHL,GZMK,METTL25,APBB1IP,UBAP2,RPGRIP1,CD72
2402,FSCN1,UBA6-AS1,WFS1,PIAS1,TCTA,MTMR4,ZNF213,S100P,SLC38A5
2403,SUSD6,TSPAN4,FAHD1,LINC00861,AP000879.1,EBNA1BP2,ANKLE2,SRRT,STEAP1
2404,TANGO2,CNPY4,LINC01588,NA,AC002407.1,NDUFA8,SLC16A1,LSM4,CPNE8
2405,ACO2,WASHC5,EBNA1BP2,NA,SIRT3,NA,TIMM50,HMGB3,NA
2406,GMPR2,MAPK7,CPSF4,CYTH1,BAG4,SNHG7,PRDX6,CTNNBIP1,CSTF1
2407,PCSK5,JKAMP,GATA3-AS1,NA,ZNF689,FBXL20,CEBPZ,NEDD8,TH2LCRR
2408,GBA2,LIPT2,ZNF208,SLAMF1,CCDC47,ZNF433-AS1,EIF3C,HIGD2A,NOP10
2409,CAT,DCAF10,PEX10,NA,TIMM10,NA,NA,POC1B,NA
2410,CCDC112,MVB12A,KRT18,NA,RSRC1,SNRPE,IRF2BP2,AUTS2,LBH
2411,ATG4D,ZNF16,MFAP3L,FLOT1,ZNF496,SNAPC2,EEF1AKMT2,NUDT15,CEP131
2412,GPR84,TRIP11,AGFG2,PLCB1,NFE2L1,AC105020.6,H2AFY,ZFYVE21,VPS41
2413,RRM2B,KIAA1586,AMD1,NA,DPP3,NA,U2AF1,PGLS,NA
2414,DENND1C,RAB21,TMEM161B,PNISR,AL353807.2,BTLA,ZNF202,SYNC,GRAMD1B
2415,CCDC32,NDUFA10,LNP1,TMEM120A,PARP1,PM20D2,MRPL28,IQCC,TOMM6
2416,UNC13D,MRPL34,DPH2,NA,DANCR,NA,NA,KIF4A,NA
2417,NHSL2,CEP295,COQ2,TRDC,TCEA1,FRA10AC1,SLC39A4,URB2,BRCA1
2418,B9D2,RGS19,NUDT19,NA,AC107214.1,ZNF226,TIGIT,NDUFA7,CDC23
2419,CHODL,ATXN7,SEMA4A,PDCD4,CXADR,MCM3AP-AS1,BFAR,TNRC18,CERS6
2420,HDAC11,ZC3H10,KLF9,MT2A,RCCD1,CRELD1,SLC16A9,EGLN1,CDKN3
2421,SERPINB8,UBE4B,AIMP1,NA,AL022311.1,MTUS1,GTF3C6,PPIL3,EARS2
2422,NACC2,DCAKD,AKAP1,TSPOAP1-AS1,UFSP1,TNFRSF14,GCN1,TRAV8-4,NFKBIB
2423,NT5C3A,CABIN1,WDR46,NA,OGFOD1,NA,MTREX,USP46-AS1,YIF1B
2424,TXNDC9,COMMD6,RAD23B,NA,RHOQ,NUDT18,ZNF331,RBM45,ATP9A
2425,C6orf62,HDHD2,TSPAN6,SOS1,TRAF3IP3,STMN3,DUSP3,CCDC15,CDKL1
2426,BAZ2A,ATXN7L2,NUDCD2,UPF2,ZNF594,ADCK1,TPX2,RRP36,PIK3R3
2427,CYP4V2,TXNDC16,MGAT5,POLD4,CBWD3,IRF4,OAT,TMEM135,TRIP13
2428,MEF2A,VOPP1,SAR1A,NA,MCRIP2,NA,DTWD1,CCR2,NA
2429,RC3H2,ATL2,LIAS,NA,UBE2J2,NA,TYMS,PDZD11,HOMER1
2430,SAP25,ATP6V1C1,SRFBP1,NA,NT5DC3,NA,CAVIN3,TMEM160,NA
2431,ITGA1,ZNF100,SSR1,NA,ORC1,FAM200A,HSPE1,AC008875.2,CYREN
2432,PI4KB,PSMB9,SNIP1,NA,ARFGAP1,LYPLAL1,GLIPR1,JAK3,COLGALT1
2433,ARHGEF40,CDK5RAP2,SLC29A3,EEF1D,RAB40B,NPAT,VPS72,CSGALNACT2,RBL1
2434,TXK,KCTD13,FXN,NA,UBE2O,NA,DYNLT1,CENPF,NA
2435,ACBD3,NCOA1,ACSL4,NA,EPOP,NA,TRPM7,RPA3,NA
2436,ARSD,PDS5A,MED28,NA,AL360091.3,PRSS21,C2orf49,DTX3L,UBL7
2437,ZFYVE16,RWDD4,TSFM,SNHG22,BMERB1,LSM7,USP36,GUCD1,CCDC85B
2438,NBPF14,EDRF1,AL136961.1,RGS13,PINLYP,TRMT13,CD2BP2,TSPAN14,SSNA1
2439,KIAA0895L,NBPF12,YTHDF2,RAB21,SIAH2-AS1,ACTL6A,THOP1,DHRS4,CDK4
2440,AP1M1,TNPO3,KANSL2,NA,RPS6KL1,FBXO38,HSPH1,PPP3R1,DTYMK
2441,AF111167.1,HAUS4,AUP1,NA,OMA1,RPL8,FPGS,SEC31A,EFNA5
2442,ZCWPW2,AC008443.5,IER5L,CIR1,AP000873.2,COPZ1,RPUSD2,C3orf18,PSMC3
2443,SBF1,ERCC6L2,LYPD3,GCC2,RBM10,METTL18,MRPS10,AC009226.1,AGFG2
2444,DHRS1,GSR,PLA2G12A,NA,XRCC5,NA,TRMT1,PDE4DIP,NA
2445,B3GAT3,FAM168B,NXT1,NA,C7orf50,NA,RAE1,STARD3,NA
2446,FSD1L,SF3B1,HCG18,NA,THOC6,NA,UBE2I,GDE1,NA
2447,AL606807.1,CSTF2,ANP32E,ZNF425,KIAA0930,EXOSC8,EEF1AKNMT,DNAL4,DNAAF2
2448,HECTD4,NCK2,KCNK5,HERPUD2,CREB3L4,DMAC2L,CACUL1,DLGAP1-AS1,PMS2
2449,DDOST,PKNOX1,AGMAT,NA,MAK16,NA,IMPDH2,TIGD4,NA
2450,PAQR8,MAP3K5,SLC2A13,NA,BET1L,PNKD,ARPC1A,CPT1A,MT-CO2
2451,UBQLN1,RAP1A,GNG5,ARL6IP6,BBS10,C12orf45,DDX55,PXN,MPHOSPH8
2452,MARCH8,ARL2BP,CYC1,NA,DNAJC25,NA,AC006329.1,RBM44,NA
2453,FAM199X,SPATS2L,GALM,CXCL10,CHD7,KCNMB4,ARFIP2,PRDM8,FASTK
2454,LDOC1,DPH7,RPL37A,NA,NIT2,NA,NA,TMEM164,NA
2455,KIF1B,GK,SNX9,NA,GNL3L,ALKBH7,KLHDC7B,CCNE2,MRPL17
2456,MOAP1,CLUAP1,FHL3,NA,PLA2G12A,NA,TTF2,CD48,NA
2457,CTSO,PQBP1,P3H4,UBA52,UBTD2,IL27RA,SSNA1,ZNF513,GPS1
2458,MFSD14A,HAUS1,FAM27C,AC022217.3,ZNF273,FAH,BRAT1,GSKIP,CBX8
2459,RGP1,NLRX1,ASNSD1,CSF1,MTX3,NIN,SLC30A5,RPN2,USP13
2460,AC104365.1,C8orf76,WDR36,NA,HEXIM2,NA,TIMM10,TUBG1,NA
2461,DPP8,CPSF2,POLR2F,NA,ELOF1,NA,ESF1,LPCAT1,NA
2462,ITGA2,AMFR,FKBP7,ZNF292,RMDN2,FBP1,CELSR3,SBNO2,PTBP1
2463,TFE3,TRIM13,GALNT2,NA,NLGN2,CENPP,CELF2,RNH1,STAT4
2464,GIMAP2,RAD9A,ZNF670,FBLN5,GCC2-AS1,COG2,ECPAS,MRPS36,GCSH
2465,RABGEF1,PJA1,WDR41,CPPED1,METTL18,TBC1D8,BRD2,ENPP1,NAA50
2466,ZNF611,LACTB2,ATP13A3,NA,BEGAIN,AIF1,RAD23A,MSN,SETBP1
2467,GLMP,BST2,MAP9,NA,AQR,LINC01934,ZC3H8,MAP2K2,PEX2
2468,TRAPPC2,RBM26,FGFBP3,AKAP13,AIG1,POLD2,MLH3,MTOR,RORA
2469,ANKRD27,CGGBP1,WDR43,NA,NEIL2,NA,ZBTB32,GBP4,NA
2470,CNPPD1,TMEM161B,SVIL,TSGA10,RREB1,RUVBL2,EPN2,ATP5MG,ZNF362
2471,KIDINS220,DFFB,ANKRD40,NA,WEE1,NA,MACC1,CFAP20,NA
2472,CMTM1,MIR3142HG,UROD,TCEAL3,PKP4,NAP1L3,C18orf21,CHM,HMBS
2473,NUMB,ZCCHC3,ALKBH8,AC253572.2,ARL16,AC092295.2,CUL2,SART3,METTL23
2474,JHY,ELP1,ATP1B1,NA,PTRH2,NA,BCL2L1,NEK2,NA
2475,RGS2,LRRC32,TRGC2,NA,PPP4R2,MAP3K13,MRPL54,GMPS,PKMYT1
2476,IDH3G,CEP76,MIR222HG,NA,PNN,NA,FKBP1A,SUSD3,CXorf40B
2477,BABAM2,TIGD1,PICK1,NPC2,C2orf76,ZNF581,SLC43A2,MRS2,NDUFB5
2478,TP53I13,POU2F2,SLC4A7,ANXA2R,HIKESHI,SIVA1,POFUT1,A2M-AS1,HIRIP3
2479,MVB12B,DLGAP3,ZNF37A,DDX60,DHX32,NONO,TMEM216,EFCAB5,UQCRHL
2480,GTDC1,BCL7B,SND1-IT1,NA,ZKSCAN2-DT,AC243960.1,TOMM6,DHRS3,CYTOR
2481,FO393401.1,TTC27,RAB21,NA,AC007773.1,HSPA9,IGSF3,LINC01841,CDAN1
2482,NAPG,YIPF4,RNASEH1-AS1,NA,EIF2S1,NA,NA,SLCO3A1,NA
2483,NFKBIE,ESYT2,XPO4,NA,SNRNP48,LENG8-AS1,ARHGDIA,FRMD4A,UBXN8
2484,LPP-AS2,USP33,AL645728.1,HLA-F,SPACA9,ZNF625,CRNKL1,KCTD9,SLC39A3
2485,AL450992.3,KDM5C,FKBPL,KLHL5,GALR2,SDHC,TAF15,ARRB1,PLAGL2
2486,NUDT22,PRKCH,NRIP3,NA,USP10,RNF8,TRMT61A,TOR4A,DDX3Y
2487,ACAA1,ZNF708,PARK7,NA,MPHOSPH10,NA,NA,TUBA1B,NA
2488,LATS1,CCDC28B,BHLHE40,DDX58,ZNF141,CRLS1,URM1,SMARCAD1,MTMR2
2489,LRFN3,DOP1B,ZDHHC14,DTX1,B4GAT1,TLE2,RCN1,CLN6,SLFN12L
2490,STX4,CHMP4B,TMEM30B,PKD2,ZBTB9,CCT7,MOB3A,GTPBP2,CCDC107
2491,LINC01004,CUL2,ATXN2L,DYNLT3,ADIPOR2,NDUFS5,RHOF,UQCRH,SH3YL1
2492,FER,RPAIN,RAVER1,NA,TDG,PEX1,CMC1,PRKAR2A,ATRAID
2493,AC020659.1,PRKACB,FIRRE,RAB11A,IQCC,MXI1,MAD2L1BP,RNF103,GGACT
2494,MGAT1,VAC14,RAI2,NA,NDUFB7,NA,SLC5A6,ARL6IP4,NA
2495,MAN1C1,SFI1,SUPV3L1,NA,SCAI,ERLIN2,UTP11,GRK6,SLC25A11
2496,IL23R,SH3GLB2,ATAT1,KDM3A,AC068620.1,TSEN34,UFSP1,IKBKE,WDR75
2497,IFFO2,GMDS,TIMM50,NA,ETF1,NA,TRAF4,CHD6,NA
2498,TMEM214,NVL,POLR3A,XRN1,C3orf14,TMEM129,GCSH,ELAC1,ARHGEF2
2499,TECPR1,KMT2B,PRMT6,NIPAL2,ZNF433,ZNF337-AS1,TRUB2,TMEM106A,TRBV6-2
2500,CIC,TAPT1,ZNF124,PSMB9,AC040169.1,NT5DC1,SF3B2,GDF11,KATNA1
2501,STARD3,RPGR,GEM,NA,CCNK,NA,SDHB,MYADM,NA
2502,STYX,ATF7,SLC29A2,NA,NKIRAS2,NA,NOP16,PSME2,NA
2503,TTC28-AS1,ATP6V1E1,OSBP2,NA,NDUFA8,NA,NDUFA13,ENTPD5,NA
2504,PDE1B,LRRC23,SLC25A3,RPS2,PEF1,PTPRC,JUND,AMIGO1,TYW1B
2505,NDRG3,RCSD1,SGF29,PCMTD1,HSD11B1-AS1,MRTO4,UQCRHL,COX20,NFAT5
2506,PYROXD1,AC084018.2,DRG1,NA,TIAM1,NA,DPH2,SMUG1,NA
2507,SEPSECS,PBX4,COA7,NA,RPTOR,NA,AP1S3,NDUFB4,NA
2508,LYL1,MPHOSPH8,TPRN,RPS27,NBPF1,STK32C,TYW5,CDK5RAP3,CTBP2
2509,SMAD5,TEFM,RSPH3,NA,ZNF124,TUT4,ERLIN1,CABIN1,MTHFD2
2510,RMDN3,RGS2,MID2,GMFG,CPSF3,NUDT8,ATP5F1C,TCEA2,PSME4
2511,PANK2,AL035587.2,NDUFAF5,MYL12A,VPS37C,ZNF330,TGDS,SLC38A10,ARHGAP10
2512,FAM126B,TRAF3IP3,DHCR24,NA,POMK,NA,CUL1,GIMAP2,FASLG
2513,PSEN1,AC127521.1,PLPP2,PAXX,CHST2,NUDT3,NOC2L,MAPK9,HEXB
2514,EXOC5,PRKRIP1,NDUFAF2,NA,TRMT5,NA,MRPL13,VIRMA,FGGY
2515,ITPR1,IKBKE,ZNF79,RASAL2,DDR1,ZNF429,CARNMT1,UBFD1,KXD1
2516,CARMIL1,STIM2,CARNMT1,NA,COTL1,C2orf74,MDH2,RRAS,KIF2A
2517,SLC39A10,REPS1,PRDM15,NA,MEAF6,HIBADH,BCAS2,TP53BP1,USP37
2518,MAPK1,MGMT,RFX2,NA,TIMM21,NA,MYDGF,PCLAF,NA
2519,HIST1H3I,RBM4,SLC22A4,NA,EXOSC9,NA,GNG8,H2AFJ,BTG3
2520,PAK3,MAN1A2,GNB1L,NA,UTP3,NA,BYSL,CPSF6,NA
2521,TRAPPC6B,TANGO6,NOC2L,NA,VTI1B,NA,NA,CHAF1B,NA
2522,LINC02404,YWHAZ,SGTA,ARHGAP5,LCMT2,PXN-AS1,NDC1,DUSP22,TNFAIP8
2523,EML2,EXOSC10,PRELID1,ANKRD12,MRGBP,SLC27A5,MRPS6,FZD6,YIF1A
2524,RALGAPA2,CLTB,ROM1,NUB1,FMO5,CAMK4,KIAA1143,HM13,GADD45B
2525,SYNJ2BP,HLA-DPB1,HECW2-AS1,SLC26A4,RNASEH2B-AS1,LINC01871,GMDS,EFCAB7,LINC00685
2526,SLC35E1,CARD11,CD109,NA,TAF6L,HMGN1,SEC24A,ATP5MD,BBS7
2527,C20orf197,FANCL,PRPF31,EGLN3,CERS2,RPP21,NOL12,EIF2D,MRPL4
2528,MICA,PRKAR2A,MIS12,NA,DBF4,SMIM27,HNRNPLL,AC025165.2,CDC7
2529,RBSN,SOCS1,MAST2,SAMD9,TRAV18,HNRNPA1P48,CCDC12,RFX3-AS1,MMP15
2530,MSMO1,AGL,BCL2L1,NA,VPS25,NA,NA,EDEM2,NA
2531,SCOC,ZBTB24,TYW1B,RARG,AC098484.4,MRPL23,KPNA6,AC010531.6,AASDHPPT
2532,TOR3A,TRIM16,ZNF573,PLGRKT,SPNS1,RAC3,HES1,SMIM7,TNFSF14
2533,EGR1,SLK,SNRPD2,NA,RPL35A,NA,ACIN1,GOLM1,NA
2534,DLGAP1-AS2,LIN37,PPARGC1B,CDC42SE2,LINC02569,SELL,OTUB1,HIST1H2AE,XYLB
2535,MAP11,CREBL2,AC145207.5,AGPAT4,AC007681.1,MPI,UAP1,ZNF22,TONSL
2536,SOCS5,INPP5E,ARMCX3,NA,CWF19L1,NA,COPS2,CDS2,AC243829.4
2537,CROT,DOK2,AKR1B1,SETX,SRFBP1,RPS7,SAAL1,ACOT8,ALG3
2538,AC008124.1,EBLN3P,PRDX1,NA,RPS6,NA,CCDC6,CKAP2L,NA
2539,RNPEP,SPPL3,ZNF587B,TNFAIP8,MINCR,ZCRB1,RHEB,ARHGAP35,BMERB1
2540,AP002807.1,METTL17,AL592166.1,NA,FUBP1,NA,EBPL,EIF4E3,NA
2541,TNFAIP8L2,CCM2,ZNHIT6,NA,SDE2,NA,TYW3,ICMT,NA
2542,TMEM41B,AP3S2,UBE2T,NA,POMP,NA,THUMPD3,GCC1,NA
2543,CES4A,PAPSS1,UCP2,NA,FAM118B,PTMA,RITA1,LNPK,RRM2B
2544,UBAP1,GBP5,SNRPB2,NA,RPS18,NA,ODC1,SMG7-AS1,NA
